Location,Age,Sex,Measure,Metric,Pathogen,Pathogen Type,Infectious syndrome,Year,Value,Upper,Lower
Kiribati,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,28.4788828260795,40.453426027045225,19.337329241864946
Saint Kitts and Nevis,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,3.3708505768944077,5.8691069624816965,1.93347621817914
Republic of Korea,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,0.9339184076860498,1.8920747036928647,0.491806321412961
Kuwait,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.4391773809637556,2.473510460331084,0.8661068157910834
Lao People's Democratic Republic,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,9.937805109563165,16.934618072216516,5.506763006384067
Lebanon,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,2.075068980410213,3.3294964516471075,1.2618473569647282
Liberia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,29.71189555260675,45.58994460488863,18.522911587382136
Libya,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,3.610726646913321,7.098909117344684,1.8383183707187474
Saint Lucia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,3.3572722725084234,5.619288114615347,2.111456310109321
Sri Lanka,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,3.6017466882596993,5.567429593766326,2.3199821712919433
Lesotho,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,23.600889487970342,34.01697204837681,14.878499344474854
Lithuania,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,2.2426930792318465,3.934624486311175,1.3782888345473696
Luxembourg,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,0.9281725332488433,1.7446364417384657,0.5297877208846036
Latvia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,2.1039920892351227,4.0462863455556235,1.2234520701117226
Morocco,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,5.998468527670065,10.373052618416494,3.256076080948985
Monaco,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.360127218336186,2.5307875468239893,0.801930025367337
Republic of Moldova,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,3.305962177672814,5.97664844722658,1.9510919474040396
Madagascar,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,27.080103143242745,39.971660435010925,17.524915626261222
Maldives,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.470250495430505,2.3682102825371216,0.8977359128112793
Mexico,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.793038417719455,3.0912051347438267,1.0881687908440767
Marshall Islands,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,6.206704110756689,9.650172730384194,3.822009015292161
North Macedonia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.7564816381725077,3.685142963828303,0.8587994311771764
Mali,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,133.9228441381489,244.76438905350565,64.81796765735432
Malta,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.4704113353992014,2.5549967689673005,0.895993707481395
Myanmar,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,11.506895468399966,19.599203417932852,6.129588511555518
Montenegro,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.2166617805152857,2.5733275619610336,0.6213308205598232
Mongolia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,3.489826824102348,6.302277066108059,2.0397985377029317
Northern Mariana Islands,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,2.364571505004862,3.8527116057281874,1.466846580438244
Mozambique,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,34.69713770345365,55.258378945041386,21.339812009126188
Mauritania,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,18.125309703817262,31.4179314461725,10.095155817135224
Mauritius,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,2.8223945552889877,5.734722465276035,1.4258211811823163
Malawi,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,44.592478447568084,66.10597394822425,29.137902776097068
Malaysia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,2.9516184526270317,4.40910385151366,1.9413517508042426
Namibia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,13.157500166821038,20.130927225194114,8.240171634146261
Niger,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,141.9589412071693,266.0706502760647,66.31390646255454
Nigeria,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,87.90770813644781,139.36094711135138,51.77455756156106
Nicaragua,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,3.344453112593107,5.461518755321442,2.060840082372785
Niue,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,3.7730312410661013,6.249112793564273,2.2952335161078983
Netherlands,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.8554832960107748,2.945144556022828,1.2948393204189228
Norway,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.290715105161772,2.079327756919944,0.8862765147456141
Nepal,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,5.432699685157297,8.85775914621567,3.2591029874632493
Nauru,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,9.010252747441697,13.885720895260425,5.647374081799403
New Zealand,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.5750672941867994,2.7752702255181982,0.9738265262024444
Oman,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Listeria monocytogenes,Bacteria,All infectious syndromes,2019,1.5116300143471286,2.8038592471432024,0.8612415059475611
